tconst,director_name,writer_name
tt0847880,Aleksey Balabanov,Aleksey Balabanov
tt0856200,Mario Cornejo,Jade Castro
tt0867222,"Ian Connacher,Shelley Ayres,Mark Stevenson,Stephen Grant",Stephen Grant
tt0867334,Dan Ireland,"Dennis Yares,E.L. Doctorow,Michael Gilio"
tt0871019,Bodie Norton,"Kevin Greene,Bodie Norton"
tt0877333,D.J. Matrundola,"D.J. Matrundola,Raphaël Simard"
tt0882741,Jeremy Osbern,"Chris Blunk,Jeremy Osbern"
tt0887912,Kathryn Bigelow,Mark Boal
tt0890886,Lasse Spang Olsen,"Nikolaj Peyk,Lasse Spang Olsen,Henning Bahs"
tt0891311,Michael Merriman,Michael Nolan
tt0901476,Gary Winick,"Greg DePaul,Casey Wilson,June Diane Raphael"
tt0902982,Aaron Woolfolk,Aaron Woolfolk
tt0915463,"Rory McHenry,Edward McHenry","Edward McHenry,Rory McHenry"
tt0932859,Lennie Little-White,Damali Little-White
tt0942385,Ben Stiller,"Justin Theroux,Ben Stiller,Etan Cohen"
tt0943690,"James Henry,Adrian McDowall,Simon Hook,Toby Haynes,Richard Senior,Adrian Mead,Zam Salim,Mat King,Richard Elson,Simon Hynd","Katie Douglas,Nathan Cockerill,Jeff Dodds,Keith Brumpton,Ben Ward,Jonny Kurzman,Simon Allen,Adrian Hewitt,Malcolm McGonigle,Elly Brewer,Jess Williams,Simon Hook,Peter Kerry,David Hancock,Chris Lindsay"
tt0944947,"Timothy Van Patten,Alan Taylor,Jack Bender,David Nutter,Michelle MacLaren,Alik Sakharov,Daniel Sackheim,Michael Slovis,Jeremy Podeswa,Mark Mylod,D.B. Weiss,David Petrarca,David Benioff,Brian Kirk,Miguel Sapochnik,Matt Shakman,Daniel Minahan,Neil Marshall,Alex Graves","George R.R. Martin,Jane Espenson,David Benioff,D.B. Weiss,Dave Hill,Bryan Cogman,Ethan J. Antonucci,Gursimran Sandhu,Vanessa Taylor"
tt0961117,"Rick Caine,Debbie Melnyk","Debbie Melnyk,Rick Caine"
tt0969676,Emmanuel Duprez,"Camila Barragán,Dante Hernández,Martín Luna,Araceli Monsell,Lupita Obon,Elvin Rivera"
tt0974613,Richard Eyre,"Richard Eyre,Charles Wood,Bernhard Schlink"
tt0976014,"Sandy Smolan,Fred Gerber,Michael Lange,John T. Kretchmer,Patrick R. Norris,Lee Shallat Chemel,Rick Rosenthal,Rachel Talalay,Nick Marck,Tim Matheson,Gil Junger,Michael Grossman,Linda Mendoza,Perry Lang,Norman Buckley,Shawn Piller,Melanie Mayron,Fred Savage,Ellie Kanner,Michael Lembeck,Mark Rosman,Lee Rose","Anne Kenney,Rob Bragin,Patrick Sean Smith,Jessica O'Toole,Amy Rardin,Roger Grant,Carter Covington,Matt Whitney,Michael Berns,Jed Seidel,Adam Milch,Casey Johnson,David Windsor,Sharon Bordas,Damon Tod Hill,Jonathan Abrahams,Dana Calvo,Mark Stegemann,Lisa Albert,Mike Ladd,Lana Cho,Dana Greenblatt,Jason Gavin,Stacy Rukeyser"
tt0981224,Jack Messitt,"Sean Hood,Mark Garbett,Jack Messitt,Anthony Pittore"
tt0982939,"Jaroslaw Sypniewski,Michal Gazda,Jacek Filipiak","Artur Kowalewski,Piotr Pytlakowski,Wojciech Tomczyk"
tt0988045,Guy Ritchie,"Michael Robert Johnson,Anthony Peckham,Simon Kinberg,Lionel Wigram,Arthur Conan Doyle"
tt0997147,Hitoshi Matsumoto,"Hitoshi Matsumoto,Mitsuyoshi Takasu"
tt1001540,Slava Tsukerman,Slava Tsukerman
tt10068158,Masayuki Kojima,Akihito Tsukushi
tt1007029,Phyllida Lloyd,Abi Morgan
tt10117046,Cameron B. Smith,Cameron B. Smith
tt1012950,"Jeffrey Hayden,Ken Kwapis,Sigmund Neufeld Jr.,Arthur Allan Seidelman,Larry Elikann,Stephen Gyllenhaal,Richard C. Bennett,Dennis Kane,Michael Ray Rhodes,Jay Daniel,Randa Haines,Gerald Mayer,William P. D'Angelo","John Whelpley,Charles Pratt Jr.,Josef Anderson,Nick Anderson,Deborah Baker,Corey Blechman,Elizabeth Clark,Barney Cohen,Adam Dubov,Gretchen Ebrahim,Clare Elfman,Paul C. Elliot,Eloise Engle,Fred Freiberger,Stephen Gyllenhaal,Evan Hunter,Dennis Kane,H.B. Kay,Todd Kessler,Richard H. Landau,John McNamara,Katherine Paterson,Art Wallace"
tt1015464,Robert Benfer,Robert Benfer
tt1023502,"Nina Pope,Karen Guthrie","Karen Guthrie,Nina Pope"
tt1046237,"Patricia Zagarella,Jim Morgison",Lester Thomas Shane
tt1056433,Jose Javier Reyes,Jose Javier Reyes
tt1059786,D.J. Caruso,"John Glenn,Travis Wright,Hillary Seitz,Dan McDermott"
tt1064932,Dany Boon,"Dany Boon,Alexandre Charlot,Franck Magnier"
tt1071237,Shaun Trevisick,Shaun Trevisick
tt1075110,Felix van Groeningen,"Christophe Dirickx,Dimitri Verhulst,Felix van Groeningen"
tt1075829,Valeriy Ugarov,Maksim Romanov
tt1083456,Will Gluck,Will Gluck
tt1087851,Anna Novion,"Béatrice Colombier,Anna Novion,Mathieu Robin"
tt1097642,Ramiro Medina Flores,Juan Carlos Reyes
tt11020184,Kamil Cetin,"Seyda Delibasi,Busra Nur Karahan,Enver Sülük"
tt1105304,Leslie Rohland,"Louis Esposito,Artie Flecher,Jim Florentine,Leslie Rohland"
tt11192624,Taieb Louhichi,Taieb Louhichi
tt1121786,Adam Kane,"Will Tiao,Katie Swain,Charlie Stratton,Yann Samuell,Brian Askew,Nathaniel Goodman"
tt11219232,Yassine Naoui,"Noureddine Bouhajeba,Ahmed Essid"
tt1129442,Olivier Megaton,"Luc Besson,Robert Mark Kamen"
tt1132183,B. Parker,"Austen Hoogen,B. Parker"
tt1136608,Neill Blomkamp,"Neill Blomkamp,Terri Tatchell"
tt1140962,Jörg Bundschuh,Jörg Bundschuh
tt1151923,Sebastián Cordero,"Sergio Bizzio,Sebastián Cordero"
tt1153106,Paul Breuls,"Nicholas Meyer,Ronald Roose"
tt11542758,"Pål Sletaune,Gjyljeta Berisha","Kjersti Wøien Håland,Sara Johnsen,Pål Sletaune,Erlend Loe"
tt1160996,Jeff Renfroe,"Jeff Renfroe,Svet Rouskov,Patrick Tarr,Pascal Trottier"
tt11732324,Francisco Márquez,"Tomás Downey,Francisco Márquez"
tt1186366,Aleksey Balabanov,"Sergey Bodrov,Mikhail A. Bulgakov"
tt1187579,Glenn Kirkpatrick,"Jen Klein,Benjamin Townsend,Rachel Spratt,Rob Hummel,Bryan Thompson,Peter Lawrence,Joel Metzger,Jackie Turnure"
tt1194574,Joshua Tai Taeoalii,"Jeremy Nielsen,Joshua Tai Taeoalii"
tt1204186,Fikret Aliev,"Fikret Aliev,Qasim Safaroglu"
tt1212909,Dagen Merrill,Dagen Merrill
tt1213636,Andrew Landauro,"Andrew Landauro,Ben Woodard"
tt1220911,Jamel Debbouze,"Fred Fougea,Roy Lewis,Jean-Luc Fromental,Jamel Debbouze,Ahmed Hamidi,Victor Mayence,Pierre Ponce,Johnny Smith,Rob Sprackling,Olivier De Funès"
tt1227804,Marit Åslein,"Line Fougner Christensen,Linn Skåber,Terje Solli"
tt1229819,Todd J. Phelps,"Paul Whitehead,Emmett Loverde"
tt1233605,Laurence N. Kaldor,"Michele Alden,Paul Epstein,Matthew Gardner,Alex Goldberg,Tom Gould,Laurence N. Kaldor,David L. Oltman,Raimy Rosenduft,Howard Walters,Avery O. Williams"
tt1235830,"Javier Mariscal,Fernando Trueba,Tono Errando","Ignacio Martínez de Pisón,Fernando Trueba"
tt1242543,Roland Suso Richter,"Richard Reitinger,Natalie Scharf,Beth Serlin,Florian Schumacher,Roland Suso Richter,Pia Hart,Sabine Kuegler"
tt1244666,Yoshihiro Nakamura,"Kôtarô Isaka,Tamio Hayashi"
tt1245526,Robert Schwentke,"Jon Hoeber,Erich Hoeber,Warren Ellis,Cully Hamner"
tt1249387,Richard Martin-Jordan,Richard Martin-Jordan
tt1252482,Istvan Criste,Istvan Criste
tt1264879,Abner Benaim,"Abner Benaim,Lino Georg von Saenger"
tt1270105,Clifford Fields,Clifford Fields
tt1270798,Matthew Vaughn,"Stan Lee,Jack Kirby,Ashley Miller,Zack Stentz,Jane Goldman,Matthew Vaughn,Sheldon Turner,Bryan Singer"
tt1270850,Claire McCarthy,Claire McCarthy
tt1274758,"Peter Schönhofer,Frank Streller,Axel Hahne,Antje Seyferth","Christian Eisert,Simon Hauschild"
tt1286159,Ricardo Trogi,Ricardo Trogi
tt1291150,Jonathan Liebesman,"Josh Appelbaum,André Nemec,Evan Daugherty,Peter Laird,Kevin Eastman"
tt1291580,Steven Soderbergh,"Richard LaGravenese,Scott Thorson,Alex Thorleifson"
tt1291635,Sally Pearce,Sally Pearce
tt1299368,"Stephen Cragg,Félix Enríquez Alcalá,Daniel Sackheim,Guy Norman Bee,James M. Muro,Allison Anders,Nelson McCormick,Guy Ferland,Regina King,Christopher Chulack","Mitchell Burgess,Robin Green,Ann Biderman,Sara Gran,Heather Zuhlke,Chitra Elizabeth Sampath,Chad Feehan,Zack Whedon,Jonathan Lisco,Cheo Hodari Coker,John Wells,Angela Amato,Dee Johnson,Diana Son,Will Rokos,Jason Horwitch,Aaron Rahsaan Thomas,David Graziano,Nathan Jackson,Etan Frankel"
tt1312552,"Susanne Goldberg,Thomas Menke,Harald Spiess,Philipp Schulte,Sabine Pape","Jochen Winter,Markus Hennig,Gerburg Jahnke,Jörg Uebber,Johannes Rehmann"
tt1314843,"Michael Tuviera,Topel Lee","Ellen Estrada,Cheryl Ann Narvasa,Penny Daza-Tuviera,Alex Vicencio"
tt1318008,"Tomasz Szafranski,Jacek Filipiak,Kasia Adamik,Patrick Yoka,Patryk Vega,Michal Bulik,Maciej Odolinski","Andrzej Sliwak,Michal Bulik,Bartosz Kurowski,Jakub Niescierow,Maciej Odolinski,Janusz Onufrowicz,Wojciech Ziminski"
tt1323592,"Taylor Chien,Hunter G. Williams","Hunter G. Williams,Scott Michael Campbell,Ryan O'Corrigan,Kevin Duane Carson"
tt1324069,"Jérôme Navarro,Gilles Maillard,Renato Bracchi,Jérôme Enrico,Nicolas Hourès,Éric Duret,Philippe Proteau,Philippe Dajoux,Vincent Giovanni","Fabienne Facco,Armelle Robert,Sylvie Bailly,Blats,Jean Bobby,Elisabeth Bost,Barbara Grinberg,Stéphane Keller,Fabienne Lesieur,Elsa Valensi,Thomas Barichella,Nathalie Abdelnour,Elsa Marpeau,Mathieu Missoffe,Elodie Namer,Isabelle Boni-Claverie,Grégoire Demaison,Gioacchino Campanella,Cécile Berger,Emmanuelle Dupuy,Nadia Lakhdar,Marc Roux,Marie Vinoy,Mari Mouazan,Sophie Kovess-Brun,Aurélie Belko,Monica Rattazzi,Erwan Augoyard,Françoise Guillaume,Yves Ramonet,Marco Rivard,Nicolas Jean,Laure Doyonnax,Daphné Lora,Roland Menou,Florent Meyer,Frédéric Douté,Aurélia Morali,Iris Ducorps,Sabine Cipolla,Krystel Bazex,Delphine Maury,Camille Bongue,Marc Kressmann,Frédéric Sarais,Catherine Courel,Cathérine Guillot-Bonte,Juliette Keller,Eline Le Fur,Carine Hazan,David Nathanson,Emmanuelle Rey-Magnan,Frédéric Sabrou,Nathalie Stragier"
tt1327799,Jesús del Cerro,"Raluca Durbaca,Maria Marinescu"
tt1328968,"Stéphane Meunier,Vincent Trisolini","Eugénie Dard,Sébastien Viaud,Elodie Namer,Marc Roux,Aurélie Belko,Florent Meyer,Aurélia Morali,Juliette Keller,Bertrand Cohen,Laurent Daufès,Stéphane Meunier,Serge Gisquière,Sally Micaleff,Alexandre Dos Santos,David Robert,Nathalie Mathis,Victoria Bedos,Déborah Hassoun,Pauline Pinson,Roman Turlure,Olivier Szulzynger"
tt1329225,Chris King,"Chris King,Heather King"
tt1337566,Scott Kunkle,Adrian Horodecky
tt1339050,Jordan Clark,"Jordan Clark,Janice Santos Valdez"
tt1340561,Bennie Woodell,Bennie Woodell
tt1340620,John Gonzales,John Gonzales
tt1340834,Zsombor Dyga,Zsombor Dyga
tt1368434,"Vojtech Nouzák,Hana Chaloupková,Vojtech Nouzákl","Jirí Hapala,Jan Kraus,Jan Stern,Ales Ulm,Josef Viewegh"
tt1374843,Anne Welles,Anne Welles
tt1375666,Christopher Nolan,Christopher Nolan
tt1377521,Nick Delgado,Nick Delgado
tt1381404,Robert Redford,"Lem Dobbs,Neil Gordon"
tt1381872,"Cassie Dart,Paul Puccio",Cassie Dart
tt1382588,Sarkhan Karamoglu,Sarkhan Karamoglu
tt1392233,Stan Phillips,"Jim Aitken,H.T. Spetnagel"
tt1394022,"Paloma Martín-Mateo,Mapi Laguna,Jesús R. Delgado","Ariana Martín,Benjamín Zafra,Olatz Arroyo,Sara Vicente,Jordi Arencón,Raúl Fernández García,Paula Fernández Membibre,Carmen Marfà,Samuel Prado,Mercedes Rodrigo,Francisco Serrano,Verónica Viñé,Alejandro Cabrera,Marta de Arriba,Marta Azcona,Mario Cuesta,Daniel del Casar"
tt1398349,"Espen Eckbo,Aleksander Herresthal","Espen Eckbo,Aleksander Herresthal"
tt1401236,"Tom Mattera,David Mazzoni",B. Harrison Smith
tt1409024,Barry Sonnenfeld,"Etan Cohen,Lowell Cunningham"
tt1426748,Alex Steyermark,"Roger Rawlings,Ed Bradin,Andrew Pope,Winn Coslick"
tt1436564,Lonnie Schuyler,Lonnie Schuyler
tt1440129,Peter Berg,"Jon Hoeber,Erich Hoeber"
tt1459044,Mark Owen,Mark Owen
tt1459990,"Mário Márcio Bandarra,José Alvarenga Jr.,José Luiz Villamarim,Rogério Gomes","Marçal Aquino,Fernando Bonassi,Álvaro Ramos"
tt1462834,Mike Carroll,Mike Carroll
tt1462900,Kar-Wai Wong,"Kar-Wai Wong,Jingzhi Zou,Haofeng Xu"
tt1478964,Joe Cornish,Joe Cornish
tt1488579,Joel Lamangan,"Lily Y. Monteverde,Roy Iglesias"
tt1496773,Brendan Prost,Brendan Prost
tt1498346,"David Seman,Justin Gunn,Mark Rinehart,Hassan S. Ali",Lily Hanson
tt1509632,Pedro Brenner,"Pedro Brenner,Gabriel García Campillo"
tt1512214,Rob Lutz,"Fiona Cambell,Steve Dinyer,Rob Lutz"
tt1514441,Bob Pondillo,Bob Pondillo
tt1518812,Kelly Reichardt,Jonathan Raymond
tt1523584,Jason Sutton,Jason Sutton
tt1524544,Stephen Cone,Stephen Cone
tt1528313,Dany Boon,"Dany Boon,Yaël Boon"
tt1533049,Nathan D. Lee,"Lyvia A. Martinez,Nathan D. Lee"
tt1534994,Francois Gingras,Fabienne Larouche
tt1541598,Sylvain Doreau,"Bryan Howell,Paul Simko"
tt1554921,Vicky Jewson,"Ben Hervey,Vicky Jewson,Rupert Whitaker"
tt1560954,Jessy Terrero,50 Cent
tt1566547,Jean-Teddy Filippe,"Jean-Teddy Filippe,Vincent Maillard"
tt1571234,Christian Rivers,"Fran Walsh,Philippa Boyens,Peter Jackson,Philip Reeve"
tt1571243,Claudio Fäh,"Michael Frost Beckner,Crash Leyland,Ross Helford,John Fasano"
tt1571402,Michele Placido,"Renato Vallanzasca,Carlo Bonini,Antonella D'Agostino,Andrea Purgatori,Angelo Pasquini,Kim Rossi Stuart,Michele Placido,Antonio Leotti,Toni Trupia,Andrea Leanza"
tt1578024,Eneko Obieta,"Alvaro Godoy,Marco Lagarde,Joserra Zuniga,Arturo Castro"
tt1579167,Donnie VanCleve,"Chuck Long,Donnie VanCleve,Becca Walls"
tt1579313,Leopoldo Fernandez-Larghi,Leopoldo Fernandez-Larghi
tt1584690,Noel Howell,Delsea Flowers
tt1587934,"Christopher Bavelles,Jay Hunter,Patrick McManus","Jordan Kranis,Johnathan Walton,Constantin Traian Preda,Aaron Ginsburg,Wade McIntyre"
tt1600739,Rudi Dolezal,Rudi Dolezal
tt1600757,"Chris Savino,Clay Morrow,Sherm Cohen","Bob Camp,Thomas Krajewski,Sandro Corsaro,Derek Dressler,Patrick Andrew O'Connor,David Shayne,M.A. Larson,Eric Rivera,Nick Confalone,Scott O'Brien,Mike Yank,David Lewman,Joe Liss,John Derevlany,Mark Drop,Nathan Knetchel,Jonathan M. Howard,Carl Faruolo,Jennifer Keene,Adam Beechen,Devin Bunje,Marty Isenberg,Bart Jennett,Mike Kunkel,Clay Morrow,Tony Mosher,Chris Savino,Scott Sonneborn,Nick Stanton,Guy Toubes,Dean Batali,Neal Boushell,Brendan Duffy,Mark Fellows,Kevin Monk,Sam O'Neal,Tabitha Vidaurri"
tt1604150,Pawel Regdosz,"Tom Batt,Alan Price,Pawel Regdosz"
tt1606759,Erik Cieslewicz,"Edward Robert Bach,David J. Gannon"
tt1608516,Pepe Danquart,"Heinrich Hadding,Pepe Danquart,Uri Orlev,Yoram Fridman"
tt1613069,Niko Sarlin,"Timo Surkka,Niko Sarlin"
tt1626038,"Frank Paur,Roy Burdine,Boyd Kirkland,Gary Hartle,Vinton Heuck,Sebastian Montes,Steven E. Gordon,Ciro Nieli","Jack Kirby,Christopher L. Yost,Brandon Auman,Kevin Burke,Chris Wyatt,Eugene Son,Andrew Robinson,Paul Giacoppo,Benjamin Townsend,Joe Simon,Joshua Fine,Michael Ryan,Joe Casey,Joe Kelly,Steven T. Seagle,Brian Reed,Mark Parsons,James Felder,Caroline Farah,Ciro Nieli,Joelle Sellner,Dan Abnett,Andy Lanning,Danielle Wolff,Ed Brubaker,Steve Epting,George Pérez,Jim Shooter"
tt1629668,"Eric Ransdell,Chad Grochowski","Elise Doganieri,Bertram van Munster"
tt1637976,Mark Quod,Naomi L. Selfman
tt1648190,Nikolaj Arcel,"Stephen King,Akiva Goldsman,Jeff Pinkner,Anders Thomas Jensen,Nikolaj Arcel"
tt1650062,J.J. Abrams,J.J. Abrams
tt1651954,Max Hattler,Max Hattler
tt1655420,Simon Curtis,"Adrian Hodges,Colin Clark"
tt1655442,Michel Hazanavicius,Michel Hazanavicius
tt1658820,Nirpal Bhogal,Nirpal Bhogal
tt1663956,David Blyth,David Blyth
tt1664654,Jaime Fidalgo,"Jaime Fidalgo,Alejandro Piña"
tt1667113,Zdenek Flídr Sr.,"Irena Dobrovolná,Antonín Holub,Vladimír Klapka"
tt1682181,Lee Hirsch,"Cynthia Lowen,Lee Hirsch"
tt1682940,Michael A. Nickles,Michael A. Nickles
tt1693592,"Rob Evans,William Sinclair,Julian Holmes,Edward Bazalgette,Thaddeus O'Sullivan,Declan O'Dwyer,Lawrence Gough,Delyth Thomas,David Leon,Chris Baugh,Louise Hooper,John Hayes,Stewart Svaasand,Jill Robertson,David Richards,Dusan Lazarevic,Paul Cotter,Adrian Shergold,Farren Blackburn,Carolina Giammetta,Lee Haven Jones,Jamie Childs,Marek Losey,Daikin Marsh,Paul Whittington,Peter Hoar,Paul Gay","Rob Gittins,Sally Abbott,Gaby Chiappe,Paul Matthew Thompson,Paul Logue,Stephen Brady,Marston Bloom,Ann Cleeves,Steve Coombes,Martha Hillier,Helen Jenkins,Colette Kane,Glen Laker,Robert Murphy,Paul Rutman,Colin Teevan,Gary Young"
tt1693679,Alejo Mo-Sun,Alejo Mo-Sun
tt1698648,"Robert Pulcini,Shari Springer Berman",Michelle Morgan
tt1701218,Lucius C. Kuert,Lucius C. Kuert
tt1708534,Mario Andreacchio,"Mario Andreacchio,John Armstrong,Philip Dalkin,Ron Saunders"
tt1714828,Bryce Clark,Bryce Clark
tt1715769,Belinda Green-Smith,Belinda Green-Smith
tt1717191,Ephraim Kupferschmid,Ephraim Kupferschmid
tt1717561,Suza Lambert Bowser,Suza Lambert Bowser
tt1720280,Manolo Celi,"Manolo Celi,Andres De Oliveira,Maxx Maulion,Bill Sommer"
tt1723798,Daniel Krauss,"Daniel Krauss,Lasse Nolte"
tt1730236,Dan O'Hare,Dan O'Hare
tt1772281,"Laura Casey,David Konschnik,Amber Engelmann,Rick Velleu","Ann Carroll,Timothy Dilworth,Chris Sondreal,Bradley Hague,David Konschnik,Alan Martin,Adam Meyer"
tt1773020,Jai-hong Juhn,Ki-duk Kim
tt1774286,Arturo Anaya,Arturo Anaya
tt1781922,John Erick Dowdle,"John Erick Dowdle,Drew Dowdle"
tt1783244,Jerzy Hoffman,"Jerzy Hoffman,Jaroslaw Sokól"
tt1787758,Brendan Fletcher,Brendan Fletcher
tt1794595,Tapaas Chakravarti,"David Fox,Jill Brett,Darren Jones,Rachel Murrell,Christopher Panzner,Chris Trengove,Annetta Zucchi"
tt1807075,Mark Sharon,Mark Sharon
tt1808045,Antoni Krauze,"Miroslaw Piepka,Michal Pruski"
tt1825683,Ryan Coogler,"Stan Lee,Jack Kirby,Ryan Coogler,Joe Robert Cole"
tt1828260,"Mark Noyce,Hamdy Taha",Mark Noyce
tt1835129,"Jordan Vogt-Roberts,Peter Lauer,Eric Appel,Austin Reading,Drew Daywalt","Curtis Gwinn,Spider One,Eric Weinberg,Kristofor Brown,Matt Lawton,Mike Alber,Jenifer Rice-Genzuk,Gabe Snyder,David A. Weinstein"
tt1844624,"Elodie Keene,Tim Hunter,David Semel,Craig Zisk,Marita Grabiak,Jeremy Podeswa,David Petrarca,Alfonso Gomez-Rejon,Howard Deutch,Barbara Brown,Michael Lehmann,Rachel Goldberg,Ryan Murphy,Liza Johnson,Michael Goi,Jennifer Lynch,Maggie Kiley,Gwyneth Horder-Payton,Loni Peristere,Michael Rymer,Jennifer Arnold,Alexis Ostrander,Michael Uppendahl,Sheree Folkson,Bradley Buecker,Angela Bassett,Sarah Paulson,John J. Gray,Liz Friedlander,John Scott,Nelson Cragg,Anthony Hemingway,Miguel Arteta,Mary Wigmore","Douglas Petrie,Brad Falchuk,Ryan Murphy,Crystal Liu,Joshua Green,John J. Gray,Todd Kubrak,Asha Michelle Wilson,Tim Minear,James Wong,Jennifer Salt,Jessica Sharzer,Andrew J. Paulsen,Rachel Rush,Ned Martel,Adam Penn,Akela Cooper,Manny Coto,Jay Beattie,Dan Dworkin"
tt1847713,Andrew Lau,"Oi Wah Lam,Joyce Chan,Yuet-Jan Hui,Peter Tsi,Junli Guo,Koon-Nam Lui"
tt1852001,Mariette Monpierre,"Mama Keïta,Mariette Monpierre"
tt1856010,"Thomas Schlamme,Allen Coulter,Alik Sakharov,Carl Franklin,Tucker Gates,Daniel Minahan,Alex Graves,Charles McDougall,Kari Skogland,Ami Canaan Mann,Jodie Foster,Agnieszka Holland,John Dahl,Joel Schumacher,Roxann Dawson,James Foley,Robin Wright,Michael Morris,Jakob Verbruggen,Tom Shankland,John David Coles,David Fincher,Louise Friedberg,Stacie Passon,Ernest R. Dickerson","Andrew Davies,Jason Horwitch,Michael Dobbs,Beau Willimon,Laura Eason,Bill Kennedy,Tian Jun Gu,Sam Forman,Melissa James Gibson,Kate Barnow,Kenneth Lin,Frank Pugliese,John Mankiewicz,Sharon Hoffman,Rick Cleveland,Keith Huff,Sarah Treem,Jerome Hairston,Charlotte Stoudt,Gina Gionfriddo,Bill Cain,David Manson"
tt1860489,"Róbert Sveda,Peter Bebjak",Roman Oleksák
tt1872780,"Bill Bowles,Kenny Meehan",Kenny Meehan
tt1874592,Pablo Torre,Pablo Torre
tt1883251,Emma Cooper,Louis Theroux
tt1887746,Peter Coggan,"Peter Coggan,Paul Lee"
tt1891860,Will Jewell,Will Jewell
tt1895315,Martin Koolhoven,Martin Koolhoven
tt1898937,Jeffrey Nodelman,"Pamela Hickey,Dennys McCoy,Kevin Monk,Jeffrey Nodelman,Elizabeth Hickey-McCoy"
tt1901024,Alexandros Avranas,"David Grann,Jeremy Brock"
tt1906422,Eva Pervolovici,"Eva Pervolovici,Monica Stan"
tt1918727,Marshall Lewy,Marshall Lewy
tt1920888,Raja Sen,"Mohit Chatterjee,Narayan Gangopadhyay"
tt1924394,Ken Loach,Paul Laverty
tt1934293,Christopher Bryant Tucker,Christopher Bryant Tucker
tt1934472,Tim Wolochatiuk,Jason Sherman
tt1943174,"T.J. Asprea,James McGrath","Justin DiLauro,Steve Hartman,Joe Clines"
tt1945034,Cesc Gay,"Tomàs Aragay,Cesc Gay"
tt1949012,"Sturla Gunnarsson,Fred Gerber,Helen Shaver,Holly Dale,Lee Rose,Kelly Makin,Lynne Stopkewich,David Frazee,George Mihalka,David Straiton,Peter Wellington","Katie Swain,John Grisham,Lukas Reiter,Jamie Gorenberg,Peter Noah,Jonathan Shapiro,Alyson Feltes,Vincent Angell,David Feige,Ben Lee,Andrew Matisziw,William L. Rotko"
tt1950186,James Mangold,"Jez Butterworth,John-Henry Butterworth,Jason Keller"
tt1950799,"Ken Burns,Lynn Novick",Geoffrey C. Ward
tt1951265,Francis Lawrence,"Peter Craig,Danny Strong,Suzanne Collins"
tt1954630,Emma Cooper,Louis Theroux
tt1966385,Pete Travis,Patrick Neate
tt1974260,Lindsay Batdorf,"Lindsay Batdorf,Lindsey Batdorf"
tt1974470,"Anthony Atkins,Anne Wheeler,Stacey Stewart Curtis,Gary Harvey,Robert Lieberman,James Dunnison,Paul Shapiro,Martin Wood,Neill Fearnley,Amanda Tapping,Mike Rohl,Kevin Fair","James Phillips,Ian Weir,Bob Carney,Susin Nielsen,Larry Bambrick,Sarah Dodd,Jordan Wheeler,Penny Gummerson,Jon Cooksey,Derek Thompson,Sara Snow,Michele McMahon"
tt1978598,Christopher Broe,"Christopher Broe,Shalyn Kempema"
tt1979320,Ron Howard,Peter Morgan
tt2005156,Douglas Langway,Douglas Langway
tt2011953,Ira Sachs,"Ira Sachs,Mauricio Zacharias"
tt2015422,Paul Knight,"Paul Knight,Stuart Knight"
tt2018096,Daniel Maggio,"Cory Houdyshell,Daniel Maggio"
tt2033827,"Mladen Dizdar,Tanja Golic,Andrija Mardesic,Aleksandar Jankovic,Davor Tatic,David Kapac,Nikola Ivanda","Ivan Delas,Marija Antic,Kirsten Ittershagen,Petra Hrupelj,Tomislav Stefanac,Dinko Paleka,Nives Ivankovic"
tt2035471,"Jeton Murtishi,Doug McDade",Jeton Murtishi
tt2049418,Aaron Chan,Aaron Chan
tt2097312,Carles Prats,"Antonio Jesús García,Javier Navarrete Fernández-Nieto,Carles Prats"
tt2101393,Tikoy Aguiluz,"Roy Iglesias,Rey Ventura"
tt2102295,Brendan Prost,Brendan Prost
tt2113075,George Tillman Jr.,Michael Starrbury
tt2124803,David France,"David France,Woody Richman,Tyler H. Walk,Jonathan Oppenheim,Jenny Raskin,Stephen Winter"
tt2129470,Mark Clark,Mark Clark
tt2133233,Diederik Ebbinge,Hans Teeuwen
tt2146543,"Tadaaki Hôrai,Ryuichi Kitahata,Kenji Mizoguchi,Takashi Igawa","Hisashi Itasaka,Yoriko Kodama,Masayuki Kusumi,Yoshihiro Taguchi,Jirô Taniguchi"
tt2147731,Francis Leclerc,Serge Boucher
tt2150332,Gilles Bourdos,"Jacques Renoir,Gilles Bourdos,Jérôme Tonnerre,Michel Spinosa"
tt2160915,"Ivan Zivkovic,Dragan Bjelogrlic","Ranko Bozic,Dimitrije Vojnov,Srdjan Dragojevic,Stevan Koprivica,Dragan Bjelogrlic"
tt2187358,"Yvanna Osborne,Brendan Downs,Michael Heylin,Brian Berard,Jonathan Blake,Jeff Fowler,Chris Lawn,Jason Daniels,Harrison Young,Roland Khorshidianzadeh,Kristofer Gardiner,Jon Grabowski,Matthew Miller,Ross Bloomfield,Margaux Fortier,Yvana Osborne,Cristian Bracero,David Stevens,Kim Pincus",Harrison Young
tt2217824,Carlos García Campillo,"Josh Candia,Carlos García Campillo"
tt2217859,Joachim Trier,"Joachim Trier,Eskil Vogt"
tt2217864,Jason James,"Jason James,Tiffany Robinson"
tt2231351,Hatman,Hatman
tt2238032,Renny Harlin,"Jay Longino,BenDavid Grabinski,Wen-Chia Chang"
